itemId,title,price
B000RPW2W2,"Rutland 500-Degree RTV High Heat Silicone 10.3-Ounce Cartridge, Black",CDN$ 51.22
B000SBLM1C,"Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck, 100-Pack",CDN$ 13.79
B000SKD7UW,3m Littmann Stethoscope Identification Tag Grey/,
B000SUVQSM,Hoky® PR3000 PowerRotor NonElectric Sweeper (PR 3000),
B000TG9ZKG,"Forney 70487 Tube Brush, Nylon with Wire Loop Handle, 15-1/2-Inch by 1-1/4-Inch",CDN$ 16.60
B000UEBF00,"CMS Magnetics Super Strong 1"" Cube Neodymium Magnets in a Tin Box for Added Safety | Rare Earth Magnets as Stud Finder and Science Project Magnets",CDN$ 43.47
B000UKUHXK,"Super Lube 51004 Synthetic Oil with PTFE, High Viscosity, 4 oz Bottle,Translucent White",CDN$ 32.89
B000VDAE0C,"Gusnilo Nail Art Tool, Plastic Clean Sterilizer Box Storage Organizer for Nail, Tweezers, Hair Salon, Spa & Cutter Manicure Equipment (White-1 Pcs)",CDN$ 17.66
B000VK5VM6,"Kreg SML-C2B-250 2-Inch Blue-Kote Weather Resistant Pocket Hole Screws No.8 Coarse, Washer Head, 250 Count",CDN$ 29.10
B000W22Z5Y,SECOND GENERATION - R.A. Bock Cardiology Dual-Head Stethoscope w/Stainless Steel Chestpiece,
B000WUW46Q,"Excel International TC301A-Blue 29-Inch Steel Tool Cart, Blue",
B000WYP7MK,FastCap 3-H LMOUNT 3rd Hand Lasermount,
B000X7VGKS,"Rubbermaid Commercial Roughneck HDPE Dump Truck, Platinum, 200 lb. Load Capacity, 28-Inch Height, 42-1/2-Inch Length x 21-Inch Width (FG370712907)",
B000XBEOQW,Taylor Made Products 11736 Bimini Marine Hinge Thumb Screw,CDN$ 14.38
B000Z5E6DC,"Wesco 272018 Deheader with Plastic Hand Grip, for Steel Drums",CDN$ 99.69
B000ZH7G1E,The Ghost Meter EMF Sensor,CDN$ 114.00
B001009SLG,"Dap 00680 Bathtub Silicone Rubber Caulk, 2.8-Ounce (White)",CDN$ 33.35
B00114Q5NU,"C. Jenkins Freezer Paper Sheets, 8-1/2 by 11-Inch, 50 Per Package",CDN$ 19.50
B0011DR7II,"Home Brew Ohio Red Star Premier Cuvee Wine Yeast, 5g - 10-Pack",
B0011E1FU8,MDF Instruments MDF747XP-04 Acoustica Deluxe Lightweight Dual Head Stethoscope - Free-Parts-for-Life & Lifetime Warranty - Navy Blue,CDN$ 36.96
B0011G20QY,Eye-Vac EVPRO Professional Touchless Stationary Vacuum,
B0011Z82YO,"Dynarex 4312 Tongue Depressor, Senior, Non-Sterile, 6"" (Pack of 500)",CDN$ 22.61
B0012BU8YO,Hydrofarm HGPP400 Precision Straight Blade Pruner,
B0012NJYE2,MDF® Pulse Time 2-in-1 Digital LCD Clock and Single Head Stethoscope - All Black (MDF740-BO),CDN$ 74.02
B0013A6HJO,iTouchless Robotic Intelligent Vacuum Cleaner PRO,
B0013AZ4R0,"Scotch Duct Tape, White, 1.88-Inch by 60-Yard",CDN$ 21.90
B0013BKDO8,"AcuRite 00613MB Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",CDN$ 19.03
B0013CIKT2,"Rubbermaid Commercial Tripple Trolley Utility-Duty Home/Office Cart, 250 lb Capacity, 20 1/2"" x 32 1/2"", Black (FG440000BLA)",CDN$ 199.29
B0013CQ6DY,"Rubbermaid Commercial Products FG267360BLUE Slim Jim Trash Can, Swing Lid, Blue",CDN$ 68.63
B0013E2AQY,"SE 8436MVC 3-Inch Universal Aluminum Table Vise, Jaw Opening 2.3/4-Inch, Green",CDN$ 35.35
B0013J62P4,CRC 03084 11oz Dry Moly Lubricant Aerosol Spray,CDN$ 42.95
B001447NTC,Motor Caddy Outboard Hoist Harness,CDN$ 56.28
B0014C09XG,"Pentek DGD-2501 Spun Polypropylene Filter Cartridge, 10-Inch x 4-1/2-Inch",CDN$ 27.76
B0014DEXNM,"Fowler 72-008-706 0-6"" Shockproof Dial Caliper",CDN$ 70.09
B0015NV5BE,RANCO ETC-111000 Digital Cold Temperature Control New,CDN$ 85.06
B0015T97JK,"Welch Allyn 24400-U Reusable Ear Specula Set for Macro View and Diagnostic Otoscope, Universal, Polypropylene",CDN$ 24.02
B0015TLB2G,"Scotch Duct Tape, Red, 1.88-Inch by 60-Yard",CDN$ 16.44
B00168264S,"Basket Accents Shrink Wrap 60"" Wide 3 Yard Roll-Clear",CDN$ 51.21
B00169YR4E,Bon 24-120 3/4-Inch by 4-Inch by 6-Feet Reinforced Aluminum H-Screed with Plastic Cap,CDN$ 65.75
B001709224,Hoover SteamVac Upholstery Tool 38613040,CDN$ 59.94
B001AO9IRG,"Scotch Rubber Mastic Tape 2228, black, 65 mil (1.65 mm), 2 in x 10 ft (51 mm x 3 m)",CDN$ 54.13
B001B0GUIO,"VELCRO Brand-Sticky Back-5/8-Inch Coins, 100-Count, Hook Only-White",CDN$ 14.04
B001B8RD46,"Liberty Hardware B45002Y-OB-CP Jumbo Hammered Hook, Oil Rubbed Bronze",CDN$ 8.24
B001C009GW,Big Horn 19055 Figure 8 Caliper,CDN$ 26.68
B001CCINMW,"MABIS Dispos-A-Scope Disposable Single Patient Use Stethoscope, Blue",
B001CTE18K,"Prestige Medical S107-BLK Clear Sound Scope, Black",CDN$ 77.95
B001DC9USC,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,CDN$ 44.99
B001E5ZWT4,"Gorilla Tape To-Go, 1 Pack",CDN$ 12.95
B001EHAZGW,"HM Digital DM-1 in-Line Dual TDS Monitor, 0-9990 ppm Range, 2-Percent Readout Accuracy",CDN$ 38.90
B001EQC1VA,"American Standard 5901100.020 Commercial Elongated Open Front Toilet Seat with Stainless Steel Hinge, 1.00 in Wide x 14.38 in Tall x 18.56 in Deep, White",CDN$ 48.99
B001F7E9VI,"Loctite Vinyl, Fabric and Plastic Repair Adhesive 1-Ounce Tube (1360694)",CDN$ 20.06
B001FCB4JS,"Dicor (BT-1834-1) 1/8"" x 3/4"" x 30' Butyl Seal Tape",CDN$ 18.32
B001GM8PPS,"Forney 72745 Wire Bench Wheel Brush, Coarse Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch by .012-Inch",CDN$ 14.10
B001JYQ9TM,Arctic Silver ArctiClean Thermal Material Remover & Surface Purifier,CDN$ 14.04
B001KGSJ74,"Packard C230B 2 Pole 30 Amp Contactor, 120 Voltage Coil",CDN$ 21.81
B001KZ3NOO,Hornady Digital Caliper,CDN$ 47.11
B001M5C87K,Hillman 707322 Installation Tools Wing Nut Driver,CDN$ 17.31
B001MBADFI,Ridgid WD1450 14-Gallon 6-Horsepower Wet/Dry Vacuum,
B001NG12V6,"Dowling Magnets 735007 Adhesive Magnet Dots, 5.5"" Height, 1"" Width, 3.5"" Length (Pack of 100)",CDN$ 9.38
B001NNRWPY,"Scotch Super Thin Waterproof Vinyl Plastic Colored Tape.75-Inch by 125-Inch, 5-Pack - 190T",CDN$ 16.09
B001OGSXMG,"Arm and Hammer Whitening Booster, 2.5 Ounce",
B001PMI25M,"Genuine Joe GJO60465 Plastic Space Saving Waste Container, 23 gallon Capacity, 16-13/16"" Width x 30"" Height x 9-1/2"" Depth, Gray",CDN$ 81.05
B001PTGBSK,Wixey WR510 Electronic Digital Readout Kit for Portable Planers,CDN$ 93.36
B001PUVVFM,"Rubbermaid Commercial Products FG263273BLUE Brute Recycling Container with Venting Channels, 32 gal, Blue",CDN$ 56.00
B001VXY8CG,"Vestil LO-DC-PU Lo-Profile Drum Caddie with Bung Wrench Handle and Poly-on-Steel Wheel, Steel, 21-5/8"" Length, 31-5/8"" Width, 37-5/8"" Height, 1200 Capacity",CDN$ 281.94
B00207NF6W,"E-Z Lok Threaded Insert, Brass, Knife Thread, 1/4""-20 Internal Threads, 0.500"" Length (Pack of 25)",CDN$ 15.96
B002091LQG,"E-Z LOK Drive Tool - Optional - Use with 329-4, 329-401, 329-428, 303-4, 303-428, 319-4, 319-428, 335-4, 450-6, 550-1420, 650-6, 400-4, 400-428, 400-M6",CDN$ 20.81
B0021UMTZQ,"RapidFix Dual Adhesive System, 25 mL",CDN$ 54.47
B0025QI4XC,"Eagle 1601MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-Lock Lid, 30 Gallon Capacity, 28.5"" Height, 21.25"" Diameter",CDN$ 102.09
B0026K6KME,"Prestige Medical 4350-TRO Tourniquet, Tropical",
B002802I0U,"HIllman 841620 4-Inch Nail-On Black Die Cast Aluminum, House Number 2",CDN$ 3.99
B002BBD6X4,BC Precision Kit239 30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,
B002BBQAK0,"VXB kit920 UCP205-16 Pillow Block Mounted Bearing, 2 Bolt, 1"" Inside Diameter, Set Screw Lock, Cast Iron",
B002BYOG30,"PORTER-CABLE PBN18200-1 2-Inch, 18 Gauge Brad nails (1000-Pack)",
B002DW12NC,MDF Queen Square Neurological Reflex Hammer with pointed tip for superficial responses - Free-Parts-for-Life & Lifetime Warranty - Black (MDF545-11),
B002MXXXOI,"Azar Displays 900945-BLK Pegboard Room Organizer, Black Pegboard",CDN$ 104.16
B002O16SHC,"Duck 240201 MAX Strength Duct Tape, 1.88"" by 45 yd, Silver, Single Roll",
B002P39I8U,"Milwaukee Instruments MA957 Dual-Valve CO2 Adjustable Flow Pressure Regulator, Dual Reading psi and kg/cm",CDN$ 174.99
B002PMSSC8,"Dap 12346 Drydex Spackle Interior Exterior Paste, 5.5-Ounce",
B002RZC8WE,"Big RED T91207A Torin Hydraulic Stubby Low Profile Welded Bottle Jack, 12 Ton (24,000 lb) Capacity",CDN$ 50.76
B002U42VW4,"Avery Shipping Tags, Reinforced Hole, Manila, Pack of 100, 4.75 x 2.375 Inches (11005)",
B002WJHEHY,"Prestige Medical 605-BLK 5 1/2-Inch Fluoride Scissor, Black",CDN$ 26.20
B002WJHEJ2,"Prestige Medical 504-PUR Colormate Stainless Steel Kelly Forceps, Purple",CDN$ 28.39
B002Y4ZG7W,Great Northern Popcorn 2-1/2-Ounce Red Tabletop Retro Style Compact Popcorn Popper Machine with Removable Tray,CDN$ 138.83
B0030HL3CO,Weston 3-101-W Silicone Spray,
B00336FYKO,Sticky Ass Tape SAT 1.81-Inch by 35 yards Tape,
B003CIP4GW,"Kreg KREG SDK-C2W-700 2-Inch, 8 Coarse, Deck Screw, 700 Count",CDN$ 64.99
B003D7K8E0,"Dixon Valve TTB75 PTFE Industrial Sealant Tape, -212 to 500 Degree F Temperature Range, 3.5mil Thick, 520"" Length, 3/4"" Width, White",CDN$ 7.58
B003HKHX3M,"Pentek EP-BB Carbon Block Filter Cartridge, 9-3/4-Inch x 4-5/8-Inch, 5 Microns",CDN$ 42.02
B003ICY2H4,"Insultab 3010000C1A5 HS-105 1"", 25' Clear Polyvinylchloride Heat Shrink Tubing",CDN$ 28.81
B003JU0Q66,"Deco 79 30651 Brass Scale, Gold, 12""W/12""H",CDN$ 32.13
B003KTLRUA,"Gorilla Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)",CDN$ 17.49
B003LZTYWG,Special 5 packs of GUM GO-BETWEENS PROXABRUSH REFILLS MODERATE 612 8 per pack,CDN$ 24.78
B003NRF052,Accessbuy 180-Piece Rubber Grommet Shop Assortment,CDN$ 26.89
B003NUGL9S,Devcon 22045 Plastic Welder - 25 ml Dev-Tube,CDN$ 34.84
B003V71R6A,Stormsure Flexible Repair Adhesive 15g Clear,CDN$ 13.63
B003XFR75K,"Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch by .008-Inch",CDN$ 20.03
B003YHCLYO,"Simpson Structural Screws SD9112R100 No.9 by 1-1/2-Inch Structural-Connector Screw, 100-Pack",CDN$ 21.00
B003YL4954,"PORTER-CABLE NS18Pp 18 Gauge Narrow Crown Staple Project Pack, 900 Count, Various Sizes",
B0040001NC,"Plymor 3"" x 4"", 2 Mil (Pack of 100) Zipper Reclosable Plastic Bags",CDN$ 8.97
B00405DHG0,Tuniq TX-4 High Performance Thermal Grease - 3.0g,CDN$ 47.85
B0040FHR6Q,"PORTER-CABLE PNS18100-1 1-Inch 18 Gauge Narrow Crown Staple, 1000-Pack",
B0040ZEXHM,"ACORN INTERNATIONAL SW-MW1G250 Screw, 9 x 1""",CDN$ 24.34
B0042SWOHI,"Dial 1592400 Sta-Flo Liquid Starch, 0.5 Gallon Capacity, Opaque",CDN$ 39.95
B0043BKMV4,"3M Super 77 Multi-Purpose Adhesive, 7.3 fl oz, Aerosol",
B0044FSXU6,"Lehigh PBS9 Screwdriver Holder, Blue",CDN$ 16.26
B0045I8E4M,"Hoover MaxExtract 77 Multi-Surface Pro Carpet and Hard Floor Cleaner, FH50240",
B004769M8E,"Spry Kid's Xylitol Tooth Gel, Natural Strawberry Banana, 2oz",CDN$ 11.17
B004AJVC7M,"Gorilla Gripper 'GP' 0 to 3/4"" (0 to 22mm)",CDN$ 64.00
B004C4WPXA,C&E Digital Optical Coax to Analog R/L audio converter,CDN$ 19.80
B004D936NM,PIKSTERS - for cleaning between teeth-Size 0 (GREY)- 40Pk by PIKSTERS,CDN$ 20.27
B004DGIII8,"Corning Pyrex 1000-600 Glass 600mL Graduated Low Form Griffin Beaker, 50mL Graduation Interval, with Double Scale",
B004H87UGS,"S.O.L. Survive Outdoors Longer Duct Tape, 2"" x 50"", 2 Count",
B004HKIU5G,"Koch 7760110 Roller Chain Holder, 25 to #60",
B004I19XB4,"MDF Acoustica Instruments MDF747XP-03 Deluxe Lightweight Dual Head Stethoscope,Pastel Blue",CDN$ 36.96
B004I1G1LO,MDF Acoustica Deluxe Lightweight Dual Head Stethoscope - Pastel Purple (MDF747XP-07),CDN$ 36.96
B004IALV0G,"Polar Ice 160 Jello Shot Souffle Cups with Lids, 1-Ounce, Translucent",CDN$ 39.30
B004IEAMQQ,"Brady 57894 16"" Width x 14"" Height, Steel, Reflective Orange and Red Slow Moving Vehicle Sign",CDN$ 25.34
B004J173HY,"Master Lock 491B Grip Tight Circuit Breaker Lockout, Oversized Toggle",CDN$ 11.54
B004JGNT18,Oralite (Reflexite) V92-DB-COLORS Microprismatic Retroreflective Conspicuity Tape: 1 in. x 15 ft. (Silver-White),CDN$ 17.91
B004K6EEI4,"Dynarex Specimen Containers, Sterile, Individually Bagged, 100 Count",CDN$ 35.43
B004LPZ42Y,SEOH Thermometer Red Spirit Total Immersion -10 to 60C 20 to 140F Dual Scale,
B004N6L9PW,"Dry-Packs 20105800 112gm 4-Pack Silica Gel Desiccant Packet, 5 by 3.25-Inch",CDN$ 28.04
B004RSTCZA,LDR 020 9645 3/4-Inch Pressure Gauge,CDN$ 20.14
B004UMIOMA,"NUPLA FHR-48 Heavy Gauge McLeod Fire Tool with Classic Handle and Butt Grip, 48-Inch Handle Length",CDN$ 97.96
B004UUGS7A,"Century Drill & Tool 97617 Hexagon Metric Die, 12.0 x 1.25",CDN$ 17.14
B004V3SIR4,"Momentive RTV102 One Part Silicone Sealant, 2.8 Ounce Tube, White",CDN$ 40.54
B00512VMVI,"DEX Products, INC Dexbaby The Spin Changing Station, White",CDN$ 59.95
B0051IB63Q,"TOGGLER SnapSkru Self-Drilling Drywall Anchor, Pack of 20",
